Text,Category
"hoy los hombres almuerzan y cenan en restaurantes o locales de comidas rápidas y se ponen la misma camisa que usaron ayer, y se solucionó el problema",0
"Y la verdad es que el mundo siguio funcionando igual que siempre, bueno en algunas oficinas el ambiente estaba mas tranquilo....¿por que sera?",0
"estoy de acuerdo con sus exigencias,solo les quiero decir que el mundo no paro,sigue igualito,hay dia y noche ya mañana es 9 de marzo,en fin.",0
"Manolo paga la casa, electricidad, agua, gas, cable, Internet, teléfono, comida, estudios, ropa, etc, etc, etc....

Manolo ¡¡¡¡ deja de ser machista! !!!",0
"Estoy de acuerdo en la igualdad, y gracias a las verdaderas mujeres que lucharon y demostraron su capacidad, hoy gozamos de los mismos derechos, pero muchas se confunden y sacan sus frustraciones como parte de esa igualdad, recordemos que tambien tenemos obligaciones, y que la vida en pareja es cuestión de amor propio, dignidad, admiración por uno mismo para poder amar a otro ser, y esto se debe aprender en casa, los padres somos responsables de formar un verdadero hombre y una verdadera mujer",0
"Toda la gente vive comiendoce mi caca en colegio mis compañeras se comieron mi caca y se maquillaron y inseminaron y crearon telenovelas juveniles mexicanas amil por hora clase 403 soñadoras y muchas más en petroperu trabajando todos se comieron mi caca para hacer sus programas porno de edhg y cada trabajo que voy se comen mi caca para hacer películas porno cantantes ozuna cuando se comieron mi caca en la cooperativa de sjm en yerbateros se comieron mi caca las mujeres para hacer putas de las  cucardas,,menudo grupo mexicano cantantes ,,en ves hicieron cantantes adolescentes pasión juvenil comiendoce mi caca el dueño de ciudad del mueble se comió mi caca para ser el vocalista de pasión juvenil películas porno magneto fey y muchos mas comiendoce mi caca y filtrándola con sus celulares computadoras los grifos petroperu y otras formas mas ,,,en alrededor de mi casa al costado vive el cabro que se convirtió en madonna comiendo mi caca you two ,, en un chica bonjovi bob marley de Huancavelica cynthia ,,,britny sperce en el colegio  la sanguchera de la esquina come caca linkinpark la putas de vallejo guns and roses wen stefany ,, en el ejercito comiendoce mi caca todas las sanaf se pudieron. Como oficiales de la emch y todos sus generales de sus galerías comiendoce mi caca cada general es una novela juvenil de los que se comieron mi caca en el colegio en el trabajo porno de edgh comiendoce mi caca y actrices de hollywot",0
Como está la gente que gran suerte la mía la casa pa min el coche pain el perro pa min y el gato pa min y  que empiecen a plantar pepinos nosotros tiene nada a arreglamos con la cabra,0
"Ayer 8de. Marzo me hicieron una cirugia adonde todo el reparto incluso la sala operatoria eran mujeres,  q no tuvieron q salir a decir soy mujer....VA MIS RESPETO POR TODAS ELLAS!!!!!!!!
Fue en Italia",0
"Por favor creen una pomada para que se la pongan los machistas ardidos el día de hoy,  porque como joden los hp.... Y que comiencen los machistas la rebuznar....",0
"Feministas, hasta que se casan; Comunistas, hasta que se enriquecen, ateos, hasta que el avión se está cayendo. Facundo Cabral.",0
"""Nunca he creído que por ser mujer deba tener tratos especiales. De creerlo, estaría reconociendo que soy inferior a los hombres. Y yo no soy inferior a ninguno de ellos"". Marie Curie, científica,1867- 1934",0
"Sólo paran ellas, yo vine igual a trabajar como todos los días y no elijo un día al año en el cual me siento libre de hacer las estúpideces que hacen las mujeres al menos en mi país (Paraguay) como por ejemplo ¨protestar¨ cerrando avenidas principales, agrediendo a automovilistas que no están de acuerdo con su reverenda marcha y lo único que quieren es llegar a su lugar de destino, están todas para pedir ¨igualdad¨ pero ellas no están dispuestas a colaborar para que exista esa igualdad.",0
Es una pena que las mujeres siendo muy inteligentes y sablas  se dejen manipular por estas pervertidas que se hacen llamar lideres feministas!,1
Diferenciemos entre las feministas que luchan por derechos justos y las FEMINAZIS misándricas que odian todo lo que a su criterio tiene forma fálica.,1
Si MANOLO tiene dinero $$$ encontrara quien le haga la cena...,0
